categoria_id
1011116
1021204
1021274
1021909
1022023
1023552
2248812
2294702
3179675
3179874
3179875
3179876
3180032
3180033
3180034
3180035
3180054
3180294
3180295
3180296
3180297
3180298
3180299
3180300
3180302
3180345
3180649
3180650
3180651
3180661
3180810
3180811
3180812
3180813
3180814
3183658
3183659
3183660
3183663
3183667
3183668
3183669
3183670
3183683
3183684
3183685
3183686
3183687
3183688
3183695
3183720
3183735
3183736
3183737
3183738
3183742
3183743
3183747
3183748
3183757
3183758
3183764
3183768
3183773
3183774
3183779
3183915
3183916
3183917
3183918
3183919
3183925
3183926
3183934
3183935
3183936
3183937
3183985
3183986
3183995
3183996
3183997
3184044
3184045
3184046
3184049
3184050
3184051
3184052
3184053
3184063
3184094
3184095
3184096
3184102
3184103
3184104
3184118
3184188
3184264
3184265
3196510
3385676
3385678
3437395
3437397
3437407
3455832
3457636
3548767
3745989
3805378
3805525
3994390
4546560
4546561
